Job Id,Job Title,Company,location,skills,Job Description,Responsibilities,search_text
2086759112657971,Network Analyst,Next plc,Palikir,"Network performance analysis Network monitoring tools (e.g., Wireshark) Troubleshooting Capacity planning Data analysis Network protocols","Network Performance Analysts monitor and optimize network performance. They collect and analyze network data, identify issues, and implement solutions to enhance network speed, reliability, and efficiency.","Analyze network performance data, identify bottlenecks and latency issues, and optimize network performance. Collaborate with network engineers to implement improvements.","Network Analyst Network Performance Analysts monitor and optimize network performance. They collect and analyze network data, identify issues, and implement solutions to enhance network speed, reliability, and efficiency. Network performance analysis Network monitoring tools (e.g., Wireshark) Troubleshooting Capacity planning Data analysis Network protocols Analyze network performance data, identify bottlenecks and latency issues, and optimize network performance. Collaborate with network engineers to implement improvements."
1605487419237373,Account Manager,Ramsay Health Care,Nur-Sultan,Client relationship management Customer service Communication skills,"Build and maintain strong client relationships, understand their needs, and ensure client satisfaction.",Build and nurture strong client relationships. Understand client needs and objectives. Serve as the main point of contact for client communication.,"Account Manager Build and maintain strong client relationships, understand their needs, and ensure client satisfaction. Client relationship management Customer service Communication skills Build and nurture strong client relationships. Understand client needs and objectives. Serve as the main point of contact for client communication."
1066228196278987,Civil Engineer,Weir Group,Jakarta,"Structural engineering principles Structural analysis and design software (e.g., AutoCAD, SAP2000) Building codes and standards Project management Structural integrity assessment","A Structural Engineer designs and analyzes the structural integrity of buildings, bridges, and other structures. They ensure safety and compliance with engineering standards.",Design and analyze structural components and systems for buildings and infrastructure projects. Ensure structural safety and compliance with codes and standards. Collaborate with architects and contractors.,"Civil Engineer A Structural Engineer designs and analyzes the structural integrity of buildings, bridges, and other structures. They ensure safety and compliance with engineering standards. Structural engineering principles Structural analysis and design software (e.g., AutoCAD, SAP2000) Building codes and standards Project management Structural integrity assessment Design and analyze structural components and systems for buildings and infrastructure projects. Ensure structural safety and compliance with codes and standards. Collaborate with architects and contractors."
933782055545696,Digital Marketing Specialist,Eli Lilly,Ashgabat,"Social media platforms (e.g., Facebook, Twitter, Instagram) Content creation and scheduling Social media analytics and insights Community engagement Paid social advertising","Social Media Managers oversee an organizations social media presence. They create and schedule content, engage with followers, and analyze social media metrics to drive brand awareness and engagement.","Manage and grow social media accounts, create engaging content, and interact with the online community. Develop social media content calendars and strategies. Monitor social media trends and engagement metrics.","Digital Marketing Specialist Social Media Managers oversee an organizations social media presence. They create and schedule content, engage with followers, and analyze social media metrics to drive brand awareness and engagement. Social media platforms (e.g., Facebook, Twitter, Instagram) Content creation and scheduling Social media analytics and insights Community engagement Paid social advertising Manage and grow social media accounts, create engaging content, and interact with the online community. Develop social media content calendars and strategies. Monitor social media trends and engagement metrics."
2448662048590534,Landscape Architect,Admiral Group,San Salvador,Landscape design Plant selection and care Hardscape design,Create aesthetically pleasing and functional landscape designs for residential properties.,"Specialize in designing residential outdoor spaces, including gardens and yards. Create landscape plans, select plants, and oversee installation. Enhance curb appeal and functionality.","Landscape Architect Create aesthetically pleasing and functional landscape designs for residential properties. Landscape design Plant selection and care Hardscape design Specialize in designing residential outdoor spaces, including gardens and yards. Create landscape plans, select plants, and oversee installation. Enhance curb appeal and functionality."
2166097934338299,Digital Marketing Specialist,Campbell Soup,Jerusalem,"Social media platforms (e.g., Facebook, Twitter, Instagram) Content creation and scheduling Social media analytics and insights Community engagement Paid social advertising","Social Media Managers oversee an organizations social media presence. They create and schedule content, engage with followers, and analyze social media metrics to drive brand awareness and engagement.","Manage and grow social media accounts, create engaging content, and interact with the online community. Develop social media content calendars and strategies. Monitor social media trends and engagement metrics.","Digital Marketing Specialist Social Media Managers oversee an organizations social media presence. They create and schedule content, engage with followers, and analyze social media metrics to drive brand awareness and engagement. Social media platforms (e.g., Facebook, Twitter, Instagram) Content creation and scheduling Social media analytics and insights Community engagement Paid social advertising Manage and grow social media accounts, create engaging content, and interact with the online community. Develop social media content calendars and strategies. Monitor social media trends and engagement metrics."
2536847273465954,Legal Secretary,Grafton Group,San Jose,Knowledge of court procedures Legal document management Attention to detail Computer literacy Organization skills,"A Court Clerk manages administrative tasks within a court system, including maintaining court records, scheduling hearings, and assisting judges and legal professionals as needed.","Manage court records, assist judges and attorneys during court proceedings, and provide information to the public. Prepare and distribute court orders and documents. Ensure courtroom operations run smoothly.","Legal Secretary A Court Clerk manages administrative tasks within a court system, including maintaining court records, scheduling hearings, and assisting judges and legal professionals as needed. Knowledge of court procedures Legal document management Attention to detail Computer literacy Organization skills Manage court records, assist judges and attorneys during court proceedings, and provide information to the public. Prepare and distribute court orders and documents. Ensure courtroom operations run smoothly."
892068157551993,Financial Analyst,Thor Industries,Mogadishu,Financial analysis Investment evaluation Portfolio management Data analysis,"Investment Analysts analyze financial data and market trends to make informed investment recommendations. They research and assess investment opportunities, create financial models, and provide insights to guide investment decisions and portfolio management.","Analyze financial data, research investment opportunities, and provide recommendations for investment decisions. Monitor financial markets and economic trends. Prepare investment reports and presentations.","Financial Analyst Investment Analysts analyze financial data and market trends to make informed investment recommendations. They research and assess investment opportunities, create financial models, and provide insights to guide investment decisions and portfolio management. Financial analysis Investment evaluation Portfolio management Data analysis Analyze financial data, research investment opportunities, and provide recommendations for investment decisions. Monitor financial markets and economic trends. Prepare investment reports and presentations."
1931177359968947,Family Lawyer,Crown Holdings,Douglas,Mediation Conflict resolution Negotiation Communication skills Neutrality Problem-solving Legal knowledge Mediation techniques,Mediators facilitate negotiations and dispute resolution between parties in conflict. They remain neutral and help parties reach mutually acceptable agreements through effective communication and problem-solving techniques.,Facilitate mediation and alternative dispute resolution (ADR) processes to help clients reach mutually agreeable resolutions. Maintain neutrality and guide parties toward compromise. Draft mediation agreements.,Family Lawyer Mediators facilitate negotiations and dispute resolution between parties in conflict. They remain neutral and help parties reach mutually acceptable agreements through effective communication and problem-solving techniques. Mediation Conflict resolution Negotiation Communication skills Neutrality Problem-solving Legal knowledge Mediation techniques Facilitate mediation and alternative dispute resolution (ADR) processes to help clients reach mutually agreeable resolutions. Maintain neutrality and guide parties toward compromise. Draft mediation agreements.
222932155589831,Marketing Analyst,Petrofac,Abuja,"Data analysis tools (e.g., SQL, Python) Data visualization tools (e.g., Tableau, Power BI) Statistical analysis Data cleansing and transformation Data modeling Communication of data insights Problem-solving Attention to detail Business acumen","Analyze data sets, generate insights, and provide data-driven recommendations to inform business decisions.",Analyze marketing data to measure campaign performance and ROI. Provide insights for marketing strategy adjustments. Create data visualizations and dashboards.,"Marketing Analyst Analyze data sets, generate insights, and provide data-driven recommendations to inform business decisions. Data analysis tools (e.g., SQL, Python) Data visualization tools (e.g., Tableau, Power BI) Statistical analysis Data cleansing and transformation Data modeling Communication of data insights Problem-solving Attention to detail Business acumen Analyze marketing data to measure campaign performance and ROI. Provide insights for marketing strategy adjustments. Create data visualizations and dashboards."
2721916401503696,Veterinarian,Bank of New York Mellon,AsunciÃ³n,Exotic animal medicine Exotic animal diagnostics Specialized surgical skills Avian medicine Reptile care Amphibian care Exotic animal anesthesia Compassion and empathy Client communication Problem-solving Attention to detail,"Provide medical care and treatment to exotic animals, diagnose illnesses, perform surgeries, and educate owners on animal care.","Focus on the health and medical needs of exotic and non-traditional pets, including reptiles, birds, and exotic mammals. Provide specialized care and treatment for unique species. Educate exotic pet owners on proper care.","Veterinarian Provide medical care and treatment to exotic animals, diagnose illnesses, perform surgeries, and educate owners on animal care. Exotic animal medicine Exotic animal diagnostics Specialized surgical skills Avian medicine Reptile care Amphibian care Exotic animal anesthesia Compassion and empathy Client communication Problem-solving Attention to detail Focus on the health and medical needs of exotic and non-traditional pets, including reptiles, birds, and exotic mammals. Provide specialized care and treatment for unique species. Educate exotic pet owners on proper care."
208522049483832,Software Tester,Dick's Sporting Goods,George Town,"Test automation tools (e.g., Selenium, Appium) Scripting languages (e.g., Python, Java) Test framework development Continuous integration tools Test data management",An Automation Tester uses automated testing tools to verify the functionality and performance of software applications. They create and execute automated test scripts.,Implement and maintain test automation frameworks. Write automated test scripts for regression testing. Analyze test results and provide feedback for continuous improvement.,"Software Tester An Automation Tester uses automated testing tools to verify the functionality and performance of software applications. They create and execute automated test scripts. Test automation tools (e.g., Selenium, Appium) Scripting languages (e.g., Python, Java) Test framework development Continuous integration tools Test data management Implement and maintain test automation frameworks. Write automated test scripts for regression testing. Analyze test results and provide feedback for continuous improvement."
1595892121857567,Network Administrator,Regeneron Pharmaceuticals,Tokyo,Network security protocols Intrusion detection and prevention Security incident response Firewall administration Vulnerability assessment Security policies and procedures Log analysis Ethical hacking Problem-solving Communication skills Attention to detail,"Protect an organizations computer networks and systems from security threats, monitor network traffic, and respond to incidents.","Manage and secure computer networks, including firewalls and intrusion detection systems. Monitor network traffic for security threats. Implement security policies and procedures.","Network Administrator Protect an organizations computer networks and systems from security threats, monitor network traffic, and respond to incidents. Network security protocols Intrusion detection and prevention Security incident response Firewall administration Vulnerability assessment Security policies and procedures Log analysis Ethical hacking Problem-solving Communication skills Attention to detail Manage and secure computer networks, including firewalls and intrusion detection systems. Monitor network traffic for security threats. Implement security policies and procedures."
313339793031984,UX/UI Designer,RWE AG,Vienna,Interaction design principles User behavior and psychology Wireframing and prototyping tools Animation and micro-interaction design Collaborative design processes,Interaction Designers specialize in designing user interactions within digital interfaces. They create meaningful and engaging user experiences by considering user behaviors and system responses.,"Work on interaction design, defining how users interact with digital products and ensuring a seamless user journey. Create wireframes and prototypes to illustrate interactions. Collaborate with developers to implement interaction designs.","UX/UI Designer Interaction Designers specialize in designing user interactions within digital interfaces. They create meaningful and engaging user experiences by considering user behaviors and system responses. Interaction design principles User behavior and psychology Wireframing and prototyping tools Animation and micro-interaction design Collaborative design processes Work on interaction design, defining how users interact with digital products and ensuring a seamless user journey. Create wireframes and prototypes to illustrate interactions. Collaborate with developers to implement interaction designs."
2746454444277567,Project Coordinator,Expeditors International of Washington,Jakarta,Construction project management Building codes and regulations knowledge Budgeting and cost control Construction scheduling Contractor and subcontractor coordination,"Construction Project Coordinators assist in managing construction projects, handling documentation, budget tracking, and coordinating subcontractors.","Coordinate construction projects, including permits, subcontractors, and materials. Monitor project progress and timelines. Assist in budgeting and cost control.","Project Coordinator Construction Project Coordinators assist in managing construction projects, handling documentation, budget tracking, and coordinating subcontractors. Construction project management Building codes and regulations knowledge Budgeting and cost control Construction scheduling Contractor and subcontractor coordination Coordinate construction projects, including permits, subcontractors, and materials. Monitor project progress and timelines. Assist in budgeting and cost control."
536728628428697,Marketing Analyst,KLA,Kampala,"Data analysis tools (e.g., SQL, Python) Data visualization tools (e.g., Tableau, Power BI) Statistical analysis Data cleansing and transformation Data modeling Communication of data insights Problem-solving Attention to detail Business acumen","Analyze data sets, generate insights, and provide data-driven recommendations to inform business decisions.",Analyze marketing data to measure campaign performance and ROI. Provide insights for marketing strategy adjustments. Create data visualizations and dashboards.,"Marketing Analyst Analyze data sets, generate insights, and provide data-driven recommendations to inform business decisions. Data analysis tools (e.g., SQL, Python) Data visualization tools (e.g., Tableau, Power BI) Statistical analysis Data cleansing and transformation Data modeling Communication of data insights Problem-solving Attention to detail Business acumen Analyze marketing data to measure campaign performance and ROI. Provide insights for marketing strategy adjustments. Create data visualizations and dashboards."
3050542720226493,QA Analyst,State Street,Juba,"Test automation Test framework development Continuous integration Scripting languages (e.g., Python) Test reporting Code review",Automation Test Engineers develop automated test scripts and frameworks to streamline and enhance the testing process. They focus on automating repetitive tests to improve efficiency and maintain test consistency.,Develop and maintain automated test scripts using testing tools like Selenium or Appium. Execute automated tests and analyze results. Continuously improve test automation frameworks.,"QA Analyst Automation Test Engineers develop automated test scripts and frameworks to streamline and enhance the testing process. They focus on automating repetitive tests to improve efficiency and maintain test consistency. Test automation Test framework development Continuous integration Scripting languages (e.g., Python) Test reporting Code review Develop and maintain automated test scripts using testing tools like Selenium or Appium. Execute automated tests and analyze results. Continuously improve test automation frameworks."
675151199139466,Systems Engineer,Halliburton,Kinshasa,"Cloud systems engineering Cloud infrastructure (e.g., AWS, Azure) DevOps practices Automation Security in the cloud Disaster recovery Scalability","As a Cloud Systems Engineer, you will be responsible for designing, implementing, and managing cloud infrastructure solutions. You will work with cloud platforms like AWS, Azure, or GCP to build scalable and reliable systems. Your role involves optimizing cloud resources, ensuring security, and troubleshooting issues to maintain high system availability and performance.","Focus on cloud computing solutions, including AWS or Azure. Design, deploy, and manage cloud-based infrastructure and services. Optimize cloud resources and cost efficiency.","Systems Engineer As a Cloud Systems Engineer, you will be responsible for designing, implementing, and managing cloud infrastructure solutions. You will work with cloud platforms like AWS, Azure, or GCP to build scalable and reliable systems. Your role involves optimizing cloud resources, ensuring security, and troubleshooting issues to maintain high system availability and performance. Cloud systems engineering Cloud infrastructure (e.g., AWS, Azure) DevOps practices Automation Security in the cloud Disaster recovery Scalability Focus on cloud computing solutions, including AWS or Azure. Design, deploy, and manage cloud-based infrastructure and services. Optimize cloud resources and cost efficiency."
1429953493126134,Occupational Therapist,Exelon,Paramaribo,"Geriatric assessment and evaluation Geriatric-specific occupational therapy techniques Aging-related conditions (e.g., dementia, arthritis) Fall prevention strategies Care coordination with healthcare teams Assistive technology for seniors Patient advocacy Empathy and compassion Communication skills",A Geriatric Occupational Therapist works with elderly individuals to address age-related health issues and maintain independence and quality of life.,"Focus on older adults, helping them regain independence and adapt to age-related challenges. Conduct assessments and recommend assistive devices. Enhance quality of life through therapy interventions.","Occupational Therapist A Geriatric Occupational Therapist works with elderly individuals to address age-related health issues and maintain independence and quality of life. Geriatric assessment and evaluation Geriatric-specific occupational therapy techniques Aging-related conditions (e.g., dementia, arthritis) Fall prevention strategies Care coordination with healthcare teams Assistive technology for seniors Patient advocacy Empathy and compassion Communication skills Focus on older adults, helping them regain independence and adapt to age-related challenges. Conduct assessments and recommend assistive devices. Enhance quality of life through therapy interventions."
2925317000182457,Structural Engineer,Walmart,Kuala Lumpur,Bridge design Civil engineering Structural analysis AutoCAD proficiency Project management,"A Bridge Engineer specializes in designing and maintaining bridges, ensuring their structural integrity, safety, and compliance with engineering standards and regulations.",Specialize in the design and maintenance of bridges and transportation structures. Conduct structural inspections and assessments. Develop repair and maintenance plans.,"Structural Engineer A Bridge Engineer specializes in designing and maintaining bridges, ensuring their structural integrity, safety, and compliance with engineering standards and regulations. Bridge design Civil engineering Structural analysis AutoCAD proficiency Project management Specialize in the design and maintenance of bridges and transportation structures. Conduct structural inspections and assessments. Develop repair and maintenance plans."
2763933372272998,Occupational Therapist,FedEx,Dakar,Mental health assessment and evaluation Psychotherapy techniques Cognitive-behavioral therapy (CBT) Trauma-informed care Crisis intervention Substance abuse treatment Group therapy Cultural competence Ethical standards and boundaries Active listening skills,A Mental Health Occupational Therapist assists individuals with mental health conditions in improving their daily functioning and coping skills through therapy and interventions.,"Work with individuals facing mental health issues, helping them develop coping skills and daily routines. Conduct therapeutic activities and interventions. Collaborate with mental health professionals.","Occupational Therapist A Mental Health Occupational Therapist assists individuals with mental health conditions in improving their daily functioning and coping skills through therapy and interventions. Mental health assessment and evaluation Psychotherapy techniques Cognitive-behavioral therapy (CBT) Trauma-informed care Crisis intervention Substance abuse treatment Group therapy Cultural competence Ethical standards and boundaries Active listening skills Work with individuals facing mental health issues, helping them develop coping skills and daily routines. Conduct therapeutic activities and interventions. Collaborate with mental health professionals."
579855929434506,Procurement Manager,Jones Lang LaSalle,San Marino,Procurement processes Vendor assessment Contract negotiation Purchase order management Spend analysis Market research Supplier relationship management Data analysis Problem-solving Attention to detail Communication skills Financial acumen,"Analyze procurement data, identify cost-saving opportunities, and support the procurement process.",Analyze procurement data and trends to support decision-making. Conduct supplier evaluations and performance assessments. Assist in procurement planning and forecasting.,"Procurement Manager Analyze procurement data, identify cost-saving opportunities, and support the procurement process. Procurement processes Vendor assessment Contract negotiation Purchase order management Spend analysis Market research Supplier relationship management Data analysis Problem-solving Attention to detail Communication skills Financial acumen Analyze procurement data and trends to support decision-making. Conduct supplier evaluations and performance assessments. Assist in procurement planning and forecasting."
898951958726395,UX/UI Designer,Toll Brothers,Berlin,"UI design principles and best practices Graphic design tools (e.g., Adobe Photoshop, Illustrator) Typography and color theory Visual design and layout Responsive design","User Interface Designers focus on the visual and interactive aspects of digital interfaces. They design layouts, buttons, and other elements to ensure a cohesive and visually appealing user interface.",Create visually appealing user interfaces (UI) that align with brand aesthetics and enhance user engagement. Design interface elements and interactive components. Ensure UI consistency across digital platforms.,"UX/UI Designer User Interface Designers focus on the visual and interactive aspects of digital interfaces. They design layouts, buttons, and other elements to ensure a cohesive and visually appealing user interface. UI design principles and best practices Graphic design tools (e.g., Adobe Photoshop, Illustrator) Typography and color theory Visual design and layout Responsive design Create visually appealing user interfaces (UI) that align with brand aesthetics and enhance user engagement. Design interface elements and interactive components. Ensure UI consistency across digital platforms."
1026273863631224,Public Relations Specialist,Aurizon Holdings,Apia,Crisis communication planning Crisis response Media relations Reputation management Stakeholder communication,"Crisis Communication Managers develop strategies to manage and respond to crises, maintaining the organizations reputation during challenging times.",Develop crisis communication plans and strategies for handling PR crises. Respond to crises and manage public perception and reputation. Provide media training for spokespersons.,"Public Relations Specialist Crisis Communication Managers develop strategies to manage and respond to crises, maintaining the organizations reputation during challenging times. Crisis communication planning Crisis response Media relations Reputation management Stakeholder communication Develop crisis communication plans and strategies for handling PR crises. Respond to crises and manage public perception and reputation. Provide media training for spokespersons."
176187889958547,Tax Consultant,Shriram Transport Finance Company,Moscow,International tax law knowledge Transfer pricing Cross-border tax planning Tax treaties and agreements Foreign tax credits International tax compliance Transfer pricing documentation Multinational tax strategies Client relationship management Communication skills Tax software proficiency,"An International Tax Consultant focuses on tax matters related to international business operations, ensuring compliance with global tax laws and optimizing tax structures.",Specialize in international tax law and cross-border tax issues. Provide guidance on international tax planning and transfer pricing. Ensure compliance with global tax regulations.,"Tax Consultant An International Tax Consultant focuses on tax matters related to international business operations, ensuring compliance with global tax laws and optimizing tax structures. International tax law knowledge Transfer pricing Cross-border tax planning Tax treaties and agreements Foreign tax credits International tax compliance Transfer pricing documentation Multinational tax strategies Client relationship management Communication skills Tax software proficiency Specialize in international tax law and cross-border tax issues. Provide guidance on international tax planning and transfer pricing. Ensure compliance with global tax regulations."
2488736200744501,IT Support Specialist,Fiat Chrysler Automobiles N.V.,Bratislava,Network administration System and server maintenance Cybersecurity knowledge Backup and recovery IT project management skills,"IT Systems Administrators manage and maintain an organizations IT infrastructure, including servers, networks, and security systems.","Administer and maintain IT systems, servers, and networks. Implement security measures, backups, and disaster recovery plans. Monitor system performance and resolve issues proactively.","IT Support Specialist IT Systems Administrators manage and maintain an organizations IT infrastructure, including servers, networks, and security systems. Network administration System and server maintenance Cybersecurity knowledge Backup and recovery IT project management skills Administer and maintain IT systems, servers, and networks. Implement security measures, backups, and disaster recovery plans. Monitor system performance and resolve issues proactively."
96940525329232,QA Analyst,Packaging Corp. of America,Riyadh,"Software quality assurance Test planning Test case design Test execution Defect tracking Test automation (e.g., Selenium)","Software QA Testers ensure the quality of software products by designing and executing test cases, identifying defects, and reporting issues to developers. They play a critical role in ensuring software reliability and functionality.","Perform manual testing of software applications, identify defects, and report issues. Create and execute test cases and test plans. Collaborate with developers to resolve defects.","QA Analyst Software QA Testers ensure the quality of software products by designing and executing test cases, identifying defects, and reporting issues to developers. They play a critical role in ensuring software reliability and functionality. Software quality assurance Test planning Test case design Test execution Defect tracking Test automation (e.g., Selenium) Perform manual testing of software applications, identify defects, and report issues. Create and execute test cases and test plans. Collaborate with developers to resolve defects."
376024073163999,Systems Analyst,CF Industries Holdings,Tehran,Business systems analysis Requirements gathering Process improvement,"A Business Systems Analyst analyzes business processes and requirements, recommends technology solutions, and bridges the gap between business objectives and IT systems.",Focus on improving business processes through technology solutions. Conduct business process modeling and workflow analysis. Facilitate communication between business and IT stakeholders.,"Systems Analyst A Business Systems Analyst analyzes business processes and requirements, recommends technology solutions, and bridges the gap between business objectives and IT systems. Business systems analysis Requirements gathering Process improvement Focus on improving business processes through technology solutions. Conduct business process modeling and workflow analysis. Facilitate communication between business and IT stakeholders."
2661337651134486,Interior Designer,Liberty Mutual Insurance Group,Victoria,Commercial interior design Workplace ergonomics Building codes and regulations knowledge Sustainable design principles AutoCAD and Revit proficiency,A Commercial Interior Designer focuses on designing interior spaces for businesses and commercial properties. They optimize layouts for productivity and aesthetics.,"Design and optimize interior spaces for commercial and public use, such as offices, restaurants, and retail stores. Collaborate with architects and contractors. Ensure compliance with building codes and regulations.","Interior Designer A Commercial Interior Designer focuses on designing interior spaces for businesses and commercial properties. They optimize layouts for productivity and aesthetics. Commercial interior design Workplace ergonomics Building codes and regulations knowledge Sustainable design principles AutoCAD and Revit proficiency Design and optimize interior spaces for commercial and public use, such as offices, restaurants, and retail stores. Collaborate with architects and contractors. Ensure compliance with building codes and regulations."
2091403881038533,Customer Service Manager,Penske Automotive Group,Dakar,Quality assurance Quality control Process improvement Audit procedures Compliance standards Root cause analysis,"Service Quality Assurance Managers monitor and evaluate service quality in an organization. They develop quality standards, conduct audits, analyze customer feedback, and implement improvements to ensure consistent high-quality service delivery.",Ensure service quality and consistency by defining and implementing QA standards and processes. Conduct regular quality audits and provide feedback to the team. Identify areas for improvement and training.,"Customer Service Manager Service Quality Assurance Managers monitor and evaluate service quality in an organization. They develop quality standards, conduct audits, analyze customer feedback, and implement improvements to ensure consistent high-quality service delivery. Quality assurance Quality control Process improvement Audit procedures Compliance standards Root cause analysis Ensure service quality and consistency by defining and implementing QA standards and processes. Conduct regular quality audits and provide feedback to the team. Identify areas for improvement and training."
631424283435450,Office Manager,ServiceNow,Port of Spain,Administrative leadership Office management Staff supervision Budgeting and financial management Process improvement Communication skills,"Administrative Managers oversee office operations. They manage administrative staff, coordinate tasks, and ensure smooth office functioning to support the organizations goals.",Oversee office operations and administrative staff. Develop office policies and procedures. Manage budgets and resources.,"Office Manager Administrative Managers oversee office operations. They manage administrative staff, coordinate tasks, and ensure smooth office functioning to support the organizations goals. Administrative leadership Office management Staff supervision Budgeting and financial management Process improvement Communication skills Oversee office operations and administrative staff. Develop office policies and procedures. Manage budgets and resources."
3080442903764148,Systems Administrator,Progressive,Maputo,"Database management systems (e.g., MySQL, Oracle, SQL Server) Data security Database tuning and optimization Backup and recovery","Database Administrators manage databases, ensuring data integrity, security, and efficient performance. They design, implement, and maintain databases while troubleshooting issues.","Administer and optimize databases, ensuring data availability and performance. Backup and restore databases. Implement database security and access controls.","Systems Administrator Database Administrators manage databases, ensuring data integrity, security, and efficient performance. They design, implement, and maintain databases while troubleshooting issues. Database management systems (e.g., MySQL, Oracle, SQL Server) Data security Database tuning and optimization Backup and recovery Administer and optimize databases, ensuring data availability and performance. Backup and restore databases. Implement database security and access controls."
2275309088760843,Substance Abuse Counselor,Nucor,Yaounde,Addiction recovery support Motivational interviewing Relapse prevention strategies,"A Recovery Coach offers guidance and support to individuals in addiction recovery, aiding in their journey toward sobriety and helping them build a stable and fulfilling life.",Offer ongoing support and guidance to individuals in recovery. Assist with relapse prevention strategies and coping skills. Foster a supportive and empathetic relationship.,"Substance Abuse Counselor A Recovery Coach offers guidance and support to individuals in addiction recovery, aiding in their journey toward sobriety and helping them build a stable and fulfilling life. Addiction recovery support Motivational interviewing Relapse prevention strategies Offer ongoing support and guidance to individuals in recovery. Assist with relapse prevention strategies and coping skills. Foster a supportive and empathetic relationship."
836675627318631,Investment Analyst,Hershey,Doha,Risk assessment Data analysis Financial modeling Risk management tools Regulatory compliance knowledge,A Risk Analyst assesses and manages financial risks within an organization. They use data analysis and modeling to evaluate potential risks and recommend mitigation strategies.,"Evaluate investment risks, including market, credit, and operational risks. Develop risk models and stress tests. Implement risk management strategies and controls.","Investment Analyst A Risk Analyst assesses and manages financial risks within an organization. They use data analysis and modeling to evaluate potential risks and recommend mitigation strategies. Risk assessment Data analysis Financial modeling Risk management tools Regulatory compliance knowledge Evaluate investment risks, including market, credit, and operational risks. Develop risk models and stress tests. Implement risk management strategies and controls."
1991073089128919,Finance Manager,Prudential Financial,Caracas,Treasury management Cash flow analysis Risk management Financial forecasting Banking relations,"Treasury Managers manage a companys treasury operations. They oversee cash management, investments, and financial risk management to maintain liquidity and financial stability.","Manage treasury operations, including cash management and risk assessment. Develop investment strategies and optimize working capital. Monitor financial markets and interest rates.","Finance Manager Treasury Managers manage a companys treasury operations. They oversee cash management, investments, and financial risk management to maintain liquidity and financial stability. Treasury management Cash flow analysis Risk management Financial forecasting Banking relations Manage treasury operations, including cash management and risk assessment. Develop investment strategies and optimize working capital. Monitor financial markets and interest rates."
2127615160766387,Tax Consultant,Auto-Owners Insurance,Valletta,International tax law knowledge Transfer pricing Cross-border tax planning Tax treaties and agreements Foreign tax credits International tax compliance Transfer pricing documentation Multinational tax strategies Client relationship management Communication skills Tax software proficiency,"An International Tax Consultant focuses on tax matters related to international business operations, ensuring compliance with global tax laws and optimizing tax structures.",Specialize in international tax law and cross-border tax issues. Provide guidance on international tax planning and transfer pricing. Ensure compliance with global tax regulations.,"Tax Consultant An International Tax Consultant focuses on tax matters related to international business operations, ensuring compliance with global tax laws and optimizing tax structures. International tax law knowledge Transfer pricing Cross-border tax planning Tax treaties and agreements Foreign tax credits International tax compliance Transfer pricing documentation Multinational tax strategies Client relationship management Communication skills Tax software proficiency Specialize in international tax law and cross-border tax issues. Provide guidance on international tax planning and transfer pricing. Ensure compliance with global tax regulations."
2862905458715351,Network Technician,Dollar General,Dakar,Network security Cybersecurity Intrusion detection Security analysis Firewall management,"Network Security Specialists focus on network security. They implement security measures, monitor for threats, and respond to security incidents to protect network integrity.","Focus on network security, implementing measures to protect against cyber threats. Monitor network traffic for anomalies and security breaches. Conduct security audits and recommend improvements.","Network Technician Network Security Specialists focus on network security. They implement security measures, monitor for threats, and respond to security incidents to protect network integrity. Network security Cybersecurity Intrusion detection Security analysis Firewall management Focus on network security, implementing measures to protect against cyber threats. Monitor network traffic for anomalies and security breaches. Conduct security audits and recommend improvements."
1993926902103257,Mechanical Designer,Visa,Male,HVAC system design Load calculations Energy efficiency AutoCAD or similar software Mechanical engineering principles Collaboration with architects and engineers Regulatory compliance Problem-solving Attention to detail Communication skills,"Design and optimize heating, ventilation, and air conditioning (HVAC) systems for buildings, focusing on energy efficiency and comfort.","Specialize in designing heating, ventilation, and air conditioning (HVAC) systems. Calculate load requirements and select HVAC equipment. Ensure energy efficiency and compliance.","Mechanical Designer Design and optimize heating, ventilation, and air conditioning (HVAC) systems for buildings, focusing on energy efficiency and comfort. HVAC system design Load calculations Energy efficiency AutoCAD or similar software Mechanical engineering principles Collaboration with architects and engineers Regulatory compliance Problem-solving Attention to detail Communication skills Specialize in designing heating, ventilation, and air conditioning (HVAC) systems. Calculate load requirements and select HVAC equipment. Ensure energy efficiency and compliance."
2224418061282553,Sales Manager,Sanmina,Stockholm,Sales leadership Team management Sales strategy and planning,"Lead and motivate sales teams, set sales targets, and develop sales strategies to meet goals.","Lead and manage a team of sales representatives. Set sales targets and goals. Provide coaching, training, and performance evaluations.","Sales Manager Lead and motivate sales teams, set sales targets, and develop sales strategies to meet goals. Sales leadership Team management Sales strategy and planning Lead and manage a team of sales representatives. Set sales targets and goals. Provide coaching, training, and performance evaluations."
2763192854679502,Event Planner,Informa,San Marino,Wedding planning Venue selection Catering and menu planning Floral and decor design Wedding etiquette,"Wedding Planners specialize in organizing weddings, assisting couples with every aspect of wedding planning, from venue selection to catering and decor.","Specialize in wedding planning, assisting couples in creating their dream weddings. Select and manage vendors, plan ceremonies, and handle wedding day coordination. Provide creative and budget-conscious solutions.","Event Planner Wedding Planners specialize in organizing weddings, assisting couples with every aspect of wedding planning, from venue selection to catering and decor. Wedding planning Venue selection Catering and menu planning Floral and decor design Wedding etiquette Specialize in wedding planning, assisting couples in creating their dream weddings. Select and manage vendors, plan ceremonies, and handle wedding day coordination. Provide creative and budget-conscious solutions."
